Date,CLEBI
2022-07-19,278.4392395019531
2022-07-20,272.9298095703125
2022-07-21,268.09844970703125
2022-07-22,260.30047607421875
2022-07-25,258.4356994628906
2022-07-26,254.6214599609375
2022-07-27,254.2824249267578
2022-07-28,270.13275146484375
2022-07-29,272.08221435546875
2022-08-01,274.96405029296875
2022-08-02,272.5059814453125
2022-08-03,275.5574035644531
2022-08-04,286.91534423828125
2022-08-05,293.6961975097656
2022-08-08,293.27239990234375
2022-08-09,290.56005859375
2022-08-10,288.6105651855469
2022-08-11,309.376953125
2022-08-12,295.39141845703125
2022-08-15,304.5455627441406
2022-08-16,317.93780517578125
2022-08-17,320.05682373046875
2022-08-18,318.27685546875
2022-08-19,301.7485046386719
2022-08-22,298.3580322265625
2022-08-23,306.7493591308594
2022-08-24,302.0875244140625
2022-08-25,300.3075256347656
2022-08-26,297.59521484375
2022-08-29,300.9008483886719
2022-08-31,305.98651123046875
2022-09-01,336.585205078125
2022-09-02,359.1315612792969
2022-09-05,355.91064453125
2022-09-06,353.45257568359375
2022-09-07,361.4200744628906
2022-09-08,360.2334289550781
2022-09-09,361.9286804199219
2022-09-12,366.6752624511719
2022-09-13,349.8078918457031
2022-09-14,347.5193176269531
2022-09-15,347.5193176269531
2022-09-16,346.84124755859375
2022-09-19,354.89349365234375
2022-09-20,365.91241455078125
2022-09-21,346.16314697265625
2022-09-22,348.6212158203125
2022-09-23,355.1477966308594
2022-09-26,350.824951171875
2022-09-27,363.7086486816406
2022-09-28,389.8997497558594
2022-09-29,383.3731384277344
2022-09-30,408.123291015625
2022-10-03,409.5642395019531
2022-10-04,407.7842712402344
2022-10-05,405.15667724609375
2022-10-06,408.6318664550781
2022-10-07,410.2423400878906
2022-10-10,409.4794616699219
2022-10-11,405.6652526855469
2022-10-12,404.1395263671875
2022-10-13,396.42633056640625
2022-10-14,414.56512451171875
2022-10-17,417.95556640625
2022-10-18,413.2089538574219
2022-10-19,412.7851257324219
2022-10-20,415.3279724121094
2022-10-21,422.9564514160156
2022-10-24,442.8752136230469
2022-10-25,425.3297424316406
2022-10-26,424.48211669921875
2022-10-27,426.1773376464844
2022-10-28,421.26123046875
2022-10-31,444.5704345703125
2022-11-01,440.1628723144531
2022-11-02,428.88970947265625
2022-11-03,440.8409423828125
2022-11-04,450.07989501953125
2022-11-07,460.7597351074219
2022-11-08,483.5604248046875
2022-11-09,486.0185241699219
2022-11-10,485.679443359375
2022-11-11,516.6171875
2022-11-14,518.7361450195312
2022-11-15,541.62158203125
2022-11-16,506.0220642089844
2022-11-17,529.924560546875
2022-11-18,531.9588012695312
2022-11-21,540.77392578125
2022-11-22,553.4880981445312
2022-11-23,547.724365234375
2022-11-24,542.4691772460938
2022-11-25,545.4358520507812
2022-11-28,543.7406005859375
2022-11-29,536.366455078125
2022-11-30,553.8271484375
2022-12-01,550.9453125
2022-12-02,582.2219848632812
2022-12-05,606.039794921875
2022-12-06,624.6871948242188
2022-12-07,617.9063110351562
2022-12-08,609.1759643554688
2022-12-09,632.82421875
2022-12-12,633.0784912109375
2022-12-13,634.8584594726562
2022-12-14,622.9918823242188
2022-12-15,615.363525390625
2022-12-16,616.9739379882812
2022-12-19,646.6401977539062
2022-12-20,634.0108642578125
2022-12-21,622.1443481445312
2022-12-22,628.4166870117188
2022-12-23,623.07666015625
2022-12-26,618.669189453125
2022-12-27,622.5681762695312
2022-12-28,599.7675170898438
2022-12-29,621.2967529296875
2022-12-30,626.212890625
2023-01-02,631.0442504882812
2023-01-03,608.0740356445312
2023-01-04,584.8495483398438
2023-01-05,568.1516723632812
2023-01-06,565.524169921875
2023-01-09,514.32861328125
2023-01-10,500.9363708496094
2023-01-11,450.8427734375
2023-01-12,472.11773681640625
2023-01-13,467.71014404296875
2023-01-16,486.0185241699219
2023-01-17,494.8336181640625
2023-01-18,508.3105773925781
2023-01-19,518.3970947265625
2023-01-20,516.1932983398438
2023-01-23,503.73345947265625
2023-01-24,492.37554931640625
2023-01-25,484.1537780761719
2023-01-26,483.1366271972656
2023-01-27,470.4224853515625
2023-01-30,460.3359375
2023-01-31,442.6209411621094
2023-02-01,418.040283203125
2023-02-02,418.3793640136719
2023-02-03,449.2322998046875
2023-02-06,438.21337890625
2023-02-07,400.24053955078125
2023-02-08,368.7095031738281
2023-02-15,440.2476806640625
2023-02-16,411.0899353027344
2023-02-17,400.1557922363281
2023-02-20,424.8211975097656
2023-02-21,419.3117370605469
2023-02-22,417.5317687988281
2023-02-23,419.9050598144531
2023-02-24,423.04119873046875
2023-02-27,431.17822265625
2023-02-28,444.9942321777344
2023-03-01,447.45233154296875
2023-03-02,437.7895812988281
2023-03-03,444.9942321777344
2023-03-06,457.6236267089844
2023-03-07,480.59381103515625
2023-03-08,465.5063781738281
2023-03-09,455.3350830078125
2023-03-10,447.45233154296875
2023-03-13,437.5353088378906
2023-03-14,437.36578369140625
2023-03-15,422.9564514160156
2023-03-16,426.85546875
2023-03-17,420.4983825683594
2023-03-20,462.5397644042969
2023-03-21,444.0619201660156
2023-03-22,442.6209411621094
2023-03-23,439.7390441894531
2023-03-24,438.3829345703125
2023-03-27,431.17822265625
2023-03-28,409.3946838378906
2023-03-29,417.95556640625
2023-03-30,415.8365478515625
2023-03-31,415.1584167480469
2023-04-03,415.2431945800781
2023-04-04,431.0934753417969
2023-04-05,440.4171447753906
2023-04-06,457.36932373046875
2023-04-07,464.4892578125
2023-04-10,496.9526062011719
2023-04-11,481.61090087890625
2023-04-12,490.93463134765625
2023-04-13,496.3592834472656
2023-04-14,498.902099609375
2023-04-17,467.8463439941406
2023-04-18,454.3279113769531
2023-04-19,456.24609375
2023-04-20,455.5153503417969
2023-04-24,448.48211669921875
2023-04-25,433.8676452636719
2023-04-26,417.42633056640625
2023-04-27,416.512939453125
2023-04-28,412.7679443359375
2023-05-02,400.5283508300781
2023-05-03,392.764404296875
2023-05-04,410.6671447753906
2023-05-05,423.3634948730469
2023-05-08,422.9067687988281
2023-05-09,419.7098388671875
2023-05-10,413.3160095214844
2023-05-11,428.0218505859375
2023-05-12,410.11907958984375
2023-05-15,405.55206298828125
2023-05-16,411.0325012207031
2023-05-17,416.78692626953125
2023-05-18,414.412109375
2023-05-22,410.84979248046875
2023-05-23,407.56158447265625
2023-05-24,403.9079284667969
2023-05-25,405.0953674316406
2023-05-26,417.7003479003906
2023-05-29,443.001708984375
2023-05-30,457.9815368652344
2023-05-31,458.5295715332031
2023-06-01,462.0005187988281
2023-06-02,467.66363525390625
2023-06-05,499.6328430175781
2023-06-06,491.0467834472656
2023-06-07,504.3825378417969
2023-06-08,491.4122009277344
2023-06-09,507.6708068847656
2023-06-12,517.9923095703125
2023-06-13,495.52252197265625
2023-06-14,495.7052001953125
2023-06-15,499.1761169433594
2023-06-16,496.8926086425781
2023-06-19,481.63873291015625
2023-06-20,478.62451171875
2023-06-21,475.70159912109375
2023-06-22,497.62335205078125
2023-06-23,501.1856384277344
2023-06-26,551.240234375
2023-06-27,587.3197631835938
2023-07-03,615.6353149414062
2023-07-04,597.5499267578125
2023-07-05,608.8761596679688
2023-07-06,599.194091796875
2023-07-07,592.434814453125
2023-07-10,587.9591674804688
2023-07-11,583.4834594726562
2023-07-12,572.24853515625
2023-07-13,586.0409545898438
2023-07-14,596.4537963867188
2023-07-17,639.3838500976562
2023-07-18,646.691162109375
2023-07-19,652.99365234375
2023-07-20,649.1572875976562
2023-07-21,647.4218139648438
2023-07-24,652.99365234375
2023-07-25,639.5665893554688
2023-07-26,688.707763671875
2023-07-27,738.6710815429688
2023-07-28,779.5003662109375
2023-07-31,768.5394287109375
2023-08-01,745.3389282226562
2023-08-02,755.1123657226562
2023-08-03,746.1610107421875
2023-08-04,764.5204467773438
2023-08-07,777.3081665039062
2023-08-08,767.1693725585938
2023-08-09,758.9486694335938
2023-08-10,758.1265869140625
2023-08-11,796.67236328125
2023-08-14,777.3081665039062
2023-08-15,748.6271362304688
2023-08-16,739.8585205078125
2023-08-17,762.693603515625
2023-08-18,724.6046142578125
2023-08-21,739.6758422851562
2023-08-22,763.0590209960938
2023-08-23,744.0601806640625
2023-08-24,697.2938232421875
2023-08-25,706.0625
2023-08-28,763.6070556640625
2023-08-29,767.1693725585938
2023-08-31,794.2061157226562
2023-09-01,818.411376953125
2023-09-04,900.2525024414062
2023-09-05,849.3757934570312
2023-09-06,861.3414306640625
2023-09-07,844.900146484375
2023-09-08,862.0721435546875
2023-09-11,827.54541015625
2023-09-12,827.4541015625
2023-09-13,825.444580078125
2023-09-14,814.4837646484375
2023-09-15,779.1349487304688
2023-09-18,739.8585205078125
2023-09-19,813.8442993164062
2023-09-20,783.519287109375
2023-09-21,809.0946655273438
2023-09-22,804.8930053710938
2023-09-25,817.4979248046875
2023-09-26,801.9700317382812
2023-09-27,817.1326293945312
2023-09-28,827.63671875
2023-09-29,858.6012573242188
2023-10-02,911.5787353515625
2023-10-03,893.5846557617188
2023-10-04,878.2394409179688
2023-10-05,877.143310546875
2023-10-06,927.7460327148438
2023-10-09,882.0757446289062
2023-10-10,937.9761962890625
2023-10-11,985.929931640625
2023-10-12,1002.005859375
2023-10-13,1022.283447265625
2023-10-16,927.6546630859375
2023-10-17,969.7626342773438
2023-10-18,916.054443359375
2023-10-19,933.2264404296875
2023-10-20,870.9321899414062
2023-10-23,917.1504516601562
2023-10-24,937.3367309570312
2023-10-25,911.5787353515625
2023-10-26,974.6950073242188
2023-10-27,1016.9857177734375
2023-10-30,1010.5919189453125
2023-10-31,940.5336303710938
2023-11-01,937.3367309570312
2023-11-02,938.8895874023438
2023-11-03,921.626220703125
2023-11-06,927.1066284179688
2023-11-07,909.751953125
2023-11-08,898.791015625
2023-11-09,912.4921875
2023-11-10,903.3580932617188
2023-11-13,876.869384765625
2023-11-14,876.869384765625
2023-11-15,904.271484375
2023-11-16,907.9251098632812
2023-11-17,914.3189697265625
2023-11-20,910.2086791992188
2023-11-21,932.5870361328125
2023-11-22,910.2086791992188
2023-11-23,911.1220092773438
2023-11-24,912.0354614257812
2023-11-27,907.9251098632812
2023-11-28,892.8538818359375
2023-11-29,864.0816650390625
2023-11-30,847.18359375
2023-12-01,844.900146484375
2023-12-04,822.0650024414062
2023-12-05,795.5762329101562
2023-12-06,818.8681030273438
